"","mean_PM25","RR","Lower_CI","Upper_CI"
"476",69,1.03554892986778,1.02049313715468,1.05082684743991
"477",48,1.00305051313035,1.0017704036658,1.00433225837914
"478",47,1.00152866633935,1.0008874633439,1.00217028011153
"479",57,1.01685161875623,1.00975199929978,1.02400115601077
"480",56,1.01530883267251,1.00886202415973,1.02179683744305
"481",52,1.00916106028618,1.00530996075121,1.01302691245289
"482",52,1.00916106028618,1.00530996075121,1.01302691245289
"483",48,1.00305051313035,1.0017704036658,1.00433225837914
"484",50,1.00610114767414,1.00353862167382,1.0086702170594
"485",51,1.00762994246002,1.00442390073476,1.01084621761714
"486",50,1.00610114767414,1.00353862167382,1.0086702170594
"487",46,1.00000912852245,1.00000530122788,1.00001295583167
"488",46,1.00000912852245,1.00000530122788,1.00001295583167
"489",46,1.00000912852245,1.00000530122788,1.00001295583167
"490",54,1.01223027918439,1.00708442640694,1.0174024254881
